locus	cpg_label	gc_background	gc_peaks	gc_diff
chr9:131076340-131081341	Open Sea	0.48	0.593	1.24
chr15:77797955-77802956	Open Sea	0.525	0.493	0.94
chr14:93483961-93488962	Open Sea	0.532	0.593	1.12
chr17:75877811-75882812	Open Sea	0.517	0.633	1.22
chr9:37428434-37433435	Open Sea	0.539	0.627	1.16
chr1:204956801-204961802	Open Sea	0.526	0.587	1.12
chr2:218699506-218704507	Open Sea	0.546	0.58	1.06
chr9:92038457-92043458	Open Sea	0.562	0.62	1.1
chr11:44946630-44951631	Open Sea	0.548	0.52	0.948
chr22:23576558-23581559	Open Sea	0.542	0.553	1.02
chr14:65415258-65420259	Open Sea	0.493	0.593	1.2
chr15:101399486-101404487	Open Sea	0.502	0.6	1.2
chr8:134301984-134306985	Open Sea	0.523	0.507	0.969
chr11:117404530-117409531	Open Sea	0.522	0.667	1.28
chr2:71803725-71808726	Open Sea	0.552	0.68	1.23
chr14:90955612-90960613	Open Sea	0.513	0.68	1.32
chr3:14492076-14497077	Open Sea	0.52	0.593	1.14
chr12:130496690-130501691	Open Sea	0.496	0.533	1.08
chr1:202052195-202057196	Open Sea	0.506	0.667	1.32
chr2:47239530-47244531	Open Sea	0.512	0.613	1.2
chr10:81018654-81023655	Open Sea	0.515	0.58	1.13
chr17:17005531-17010532	Open Sea	0.525	0.627	1.19
chr12:123961079-123966080	Open Sea	0.509	0.573	1.13
chr2:29285627-29290628	Open Sea	0.524	0.62	1.18
chr6:36233883-36238884	Open Sea	0.539	0.547	1.01
chr12:113533180-113538181	Open Sea	0.531	0.58	1.09
chr9:34652468-34657469	Open Sea	0.54	0.593	1.1
chr11:65253740-65258741	Open Sea	0.533	0.393	0.738
chr9:131143796-131148797	Open Sea	0.543	0.527	0.97
chr4:7350573-7355574	Open Sea	0.545	0.573	1.05
chr5:141160894-141165895	Open Sea	0.507	0.633	1.25
chr11:119539906-119544907	Open Sea	0.539	0.64	1.19
chr5:141149295-141154296	Open Sea	0.518	0.54	1.04
chr9:92046411-92051412	Open Sea	0.515	0.587	1.14
chr17:71256155-71261156	Open Sea	0.531	0.533	1
chr2:231756282-231761283	Open Sea	0.516	0.58	1.12
chr17:32923117-32928118	Open Sea	0.508	0.54	1.06
chr11:117403408-117408409	Open Sea	0.5	0.573	1.15
chr20:58197929-58202930	Open Sea	0.495	0.54	1.09
chr16:67027873-67032874	Open Sea	0.492	0.54	1.1
chr17:4757919-4762920	Open Sea	0.501	0.567	1.13
chr2:47535889-47540890	Open Sea	0.454	0.54	1.19
chr1:223950681-223955682	Open Sea	0.459	0.58	1.26
chr14:73256436-73261437	Open Sea	0.495	0.607	1.23
chr3:187767836-187772837	Open Sea	0.459	0.627	1.37
chr2:105369407-105374408	Open Sea	0.417	0.6	1.44
chr10:10334542-10339543	Open Sea	0.424	0.587	1.38
chr5:142063173-142068174	Open Sea	0.435	0.64	1.47
chr1:234683730-234688731	Open Sea	0.4	0.633	1.58
chr5:10337097-10342098	Open Sea	0.432	0.58	1.34
chr10:126410823-126415824	Open Sea	0.458	0.533	1.16
chr1:28487986-28492987	Open Sea	0.449	0.56	1.25
chr2:2015891-2020892	Open Sea	0.471	0.513	1.09
chr7:55505087-55510088	Open Sea	0.458	0.513	1.12
chr15:68881082-68886083	Open Sea	0.463	0.56	1.21
chr5:60914182-60919183	Open Sea	0.463	0.5	1.08
chr17:17314843-17319844	Open Sea	0.439	0.54	1.23
chr9:129067607-129072608	Open Sea	0.459	0.567	1.23
chr12:769313-774314	Open Sea	0.474	0.54	1.14
chr21:43365876-43370877	Open Sea	0.464	0.667	1.44
chr9:126950761-126955762	Open Sea	0.482	0.56	1.16
chr15:29361542-29366543	Open Sea	0.461	0.567	1.23
chr2:240159083-240164084	Open Sea	0.442	0.627	1.42
chr20:37516039-37521040	Open Sea	0.517	0.553	1.07
chr3:44097498-44102499	Open Sea	0.473	0.527	1.11
chr16:11788826-11793827	Open Sea	0.461	0.587	1.27
chr2:3401376-3406377	Open Sea	0.445	0.613	1.38
chr2:6118362-6123363	Open Sea	0.476	0.553	1.16
chr2:219159296-219164297	Open Sea	0.498	0.567	1.14
chr18:46244267-46249268	Open Sea	0.498	0.58	1.17
chr9:36314324-36319325	Open Sea	0.489	0.54	1.1
chr8:19709625-19714626	Open Sea	0.448	0.487	1.09
chr7:143576665-143581666	Open Sea	0.419	0.647	1.54
chr10:129797099-129802100	Open Sea	0.434	0.493	1.14
chr1:6442730-6447731	Open Sea	0.485	0.607	1.25
chr19:48007983-48012984	Open Sea	0.494	0.587	1.19
chr22:46473825-46478826	Open Sea	0.53	0.767	1.45
chr15:31570224-31575225	Open Sea	0.484	0.493	1.02
chr5:172285465-172290466	Open Sea	0.515	0.633	1.23
chr14:35852438-35857439	Open Sea	0.507	0.62	1.22
chr5:138288559-138293560	Open Sea	0.501	0.507	1.01
chr11:2581121-2586122	Open Sea	0.566	0.673	1.19
chr11:119243299-119248300	Open Sea	0.568	0.64	1.13
chr1:44476282-44481283	Open Sea	0.58	0.547	0.943
chr8:143384609-143389610	Open Sea	0.545	0.607	1.11
chr15:68990611-68995612	Open Sea	0.515	0.64	1.24
chr17:17611939-17616940	Open Sea	0.541	0.66	1.22
chr2:9249977-9254978	Open Sea	0.531	0.653	1.23
chr17:74539758-74544759	Open Sea	0.53	0.627	1.18
chr11:64452465-64457466	Open Sea	0.552	0.64	1.16
chr3:13418376-13423377	Open Sea	0.541	0.547	1.01
chr22:48962249-48967250	Open Sea	0.489	0.627	1.28
chr17:16922220-16927221	Open Sea	0.534	0.653	1.22
chr17:78745105-78750106	Open Sea	0.483	0.56	1.16
chr2:218720918-218725919	Open Sea	0.501	0.6	1.2
chr1:160029707-160034708	Open Sea	0.472	0.633	1.34
chr11:111781713-111786714	Open Sea	0.472	0.647	1.37
chr17:76886328-76891329	Open Sea	0.495	0.573	1.16
chr15:78606266-78611267	Open Sea	0.477	0.567	1.19
chr2:86021513-86026514	Open Sea	0.509	0.647	1.27
chr16:67983158-67988159	Open Sea	0.541	0.68	1.26
chr15:68990091-68995092	Open Sea	0.532	0.633	1.19
chr19:10877922-10882923	Open Sea	0.518	0.6	1.16
chr19:8456458-8461459	Open Sea	0.559	0.587	1.05
chr1:19369406-19374407	Open Sea	0.557	0.593	1.06
chr8:143172146-143177147	Open Sea	0.569	0.593	1.04
chr12:48190769-48195770	Open Sea	0.567	0.62	1.09
chr3:47452865-47457866	Open Sea	0.585	0.62	1.06
chr11:72344079-72349080	Open Sea	0.58	0.467	0.805
chr22:20234919-20239920	Open Sea	0.555	0.607	1.09
chr22:37963094-37968095	Open Sea	0.567	0.627	1.11
chr2:95724180-95729181	Open Sea	0.537	0.587	1.09
chr19:17865746-17870747	Open Sea	0.526	0.607	1.15
chr1:109839410-109844411	Open Sea	0.544	0.467	0.858
chr1:204839338-204844339	Open Sea	0.533	0.52	0.976
chr11:111602795-111607796	Open Sea	0.54	0.587	1.09
chr2:97591717-97596718	Open Sea	0.532	0.533	1
chr1:9420919-9425920	Open Sea	0.541	0.54	0.997
chr12:110061760-110066761	Open Sea	0.549	0.553	1.01
chr9:130710585-130715586	Open Sea	0.55	0.62	1.13
chr17:48640831-48645832	Open Sea	0.549	0.553	1.01
chr1:229544558-229549559	Open Sea	0.541	0.68	1.26
chr1:110422914-110427915	Open Sea	0.515	0.547	1.06
chr7:31065955-31070956	Open Sea	0.535	0.64	1.2
chr8:134277374-134282375	Open Sea	0.535	0.593	1.11
chr17:17641879-17646880	Open Sea	0.557	0.607	1.09
chr11:727213-732214	Open Sea	0.588	0.587	0.997
chr1:151686886-151691887	Open Sea	0.533	0.567	1.06
chr7:158204976-158209977	Open Sea	0.554	0.553	0.999
chr9:126118162-126123163	Open Sea	0.579	0.653	1.13
chr14:93500895-93505896	Open Sea	0.533	0.647	1.21
chr1:160085188-160090189	Open Sea	0.525	0.567	1.08
chr20:48669317-48674318	Open Sea	0.562	0.66	1.17
chr11:126227229-126232230	Open Sea	0.551	0.627	1.14
chr9:130725486-130730487	Open Sea	0.584	0.54	0.925
chr22:31516173-31521174	Open Sea	0.534	0.593	1.11
chr19:44138290-44143291	Open Sea	0.54	0.593	1.1
chr2:96726854-96731855	Open Sea	0.537	0.58	1.08
chr16:58527500-58532501	Open Sea	0.558	0.653	1.17
chr1:202097089-202102090	Open Sea	0.566	0.66	1.17
chr17:71342947-71347948	Open Sea	0.537	0.547	1.02
chr2:43281727-43286728	Open Sea	0.543	0.6	1.11
chr12:124995177-125000178	Open Sea	0.557	0.58	1.04
chr1:23240637-23245638	Open Sea	0.528	0.613	1.16
chr1:203005297-203010298	Open Sea	0.537	0.607	1.13
chr1:4758530-4763531	Open Sea	0.545	0.633	1.16
chr17:72239362-72244363	Open Sea	0.565	0.633	1.12
chr2:95960534-95965535	Open Sea	0.57	0.66	1.16
chr5:177756139-177761140	Open Sea	0.559	0.567	1.01
chr11:117547037-117552038	Open Sea	0.562	0.52	0.925
chr10:80978626-80983627	Open Sea	0.569	0.707	1.24
chr3:52064431-52069432	Open Sea	0.549	0.673	1.23
chr17:16933092-16938093	Open Sea	0.471	0.713	1.51
chr20:25518534-25523535	Open Sea	0.493	0.493	1
chr5:14792636-14797637	Open Sea	0.419	0.5	1.19
chr6:134434525-134439526	Open Sea	0.463	0.52	1.12
chr3:116162619-116167620	Open Sea	0.418	0.46	1.1
chr7:51368119-51373120	Open Sea	0.512	0.533	1.04
chr1:226853164-226858165	Open Sea	0.477	0.52	1.09
chr9:129922931-129927932	Open Sea	0.483	0.5	1.04
chr4:757605-762606	Open Sea	0.48	0.58	1.21
chr13:111890915-111895916	Open Sea	0.446	0.6	1.34
chr2:130685010-130690011	Open Sea	0.447	0.56	1.25
chr21:38089016-38094017	Open Sea	0.418	0.58	1.39
chr3:124837293-124842294	Open Sea	0.425	0.613	1.44
chr17:19151423-19156424	Open Sea	0.44	0.573	1.3
chr8:20150989-20155990	Open Sea	0.477	0.5	1.05
chr11:126522722-126527723	Open Sea	0.466	0.513	1.1
chr12:94953557-94958558	Open Sea	0.475	0.613	1.29
chr12:124527995-124532996	Open Sea	0.458	0.54	1.18
chr9:134275828-134280829	Open Sea	0.471	0.567	1.2
chr18:72115641-72120642	Open Sea	0.444	0.553	1.25
chr5:71472792-71477793	Open Sea	0.446	0.573	1.29
chr18:9806254-9811255	Open Sea	0.449	0.567	1.26
chr4:159148634-159153635	Open Sea	0.438	0.613	1.4
chr2:240159947-240164948	Open Sea	0.443	0.573	1.29
chr5:173741955-173746956	Open Sea	0.465	0.587	1.26
chr2:240114997-240119998	Open Sea	0.52	0.453	0.871
chr18:74730198-74735199	Open Sea	0.455	0.62	1.36
chr20:55675843-55680844	Open Sea	0.496	0.48	0.967
chr18:13610824-13615825	Open Sea	0.495	0.473	0.957
chr15:77788138-77793139	Open Sea	0.494	0.447	0.905
chr2:130130850-130135851	Open Sea	0.534	0.56	1.05
chr18:10008255-10013256	Open Sea	0.498	0.553	1.11
chr2:85967247-85972248	Open Sea	0.495	0.607	1.23
chr1:160071115-160076116	Open Sea	0.486	0.473	0.974
chr7:51341614-51346615	Open Sea	0.485	0.58	1.2
chr20:21587534-21592535	Open Sea	0.469	0.52	1.11
chr14:21268176-21273177	Open Sea	0.46	0.52	1.13
chr1:201104463-201109464	Open Sea	0.556	0.58	1.04
chr8:23159138-23164139	Open Sea	0.557	0.607	1.09
chr13:27563662-27568663	Open Sea	0.537	0.547	1.02
chr22:49314898-49319899	Open Sea	0.552	0.507	0.918
chr18:13610084-13615085	Open Sea	0.489	0.613	1.25
chr1:205643513-205648514	Open Sea	0.516	0.533	1.03
chr20:37510405-37515406	Open Sea	0.503	0.493	0.981
chr22:46458713-46463714	Open Sea	0.461	0.467	1.01
chr7:74047674-74052675	Open Sea	0.498	0.587	1.18
chr1:151145196-151150197	Open Sea	0.499	0.56	1.12
chr21:45610702-45615703	Open Sea	0.52	0.627	1.21
chr15:66767093-66772094	Open Sea	0.449	0.493	1.1
chr2:231910011-231915012	Open Sea	0.445	0.573	1.29
chr3:194475509-194480510	Open Sea	0.491	0.633	1.29
chr6:90658906-90663907	Open Sea	0.465	0.62	1.33
chr7:86227954-86232955	Open Sea	0.451	0.613	1.36
chr1:201686633-201691634	Open Sea	0.479	0.56	1.17
chr12:125268772-125273773	Open Sea	0.497	0.62	1.25
chr6:166834976-166839977	Open Sea	0.447	0.56	1.25
chr15:29106379-29111380	Open Sea	0.494	0.447	0.904
chr3:195305862-195310863	Open Sea	0.473	0.54	1.14
chr11:118044432-118049433	Open Sea	0.477	0.567	1.19
chr18:72199214-72204215	Open Sea	0.447	0.493	1.1
chr1:24083377-24088378	Open Sea	0.442	0.48	1.09
chr17:49446871-49451872	Open Sea	0.461	0.48	1.04
chr20:32531171-32536172	Open Sea	0.469	0.413	0.88
chr7:45228677-45233678	Open Sea	0.492	0.427	0.867
chr15:77787370-77792371	Open Sea	0.48	0.62	1.29
chr9:129058440-129063441	Open Sea	0.495	0.607	1.23
chr19:17188142-17193143	Open Sea	0.508	0.667	1.31
chr20:60847279-60852280	Open Sea	0.52	0.627	1.2
chr7:101760171-101765172	Open Sea	0.493	0.5	1.01
chr19:14654337-14659338	Open Sea	0.5	0.62	1.24
chr19:13141785-13146786	Open Sea	0.495	0.52	1.05
chr9:98237436-98242437	Open Sea	0.48	0.587	1.22
chr7:127905061-127910062	Open Sea	0.45	0.6	1.33
chr16:55534344-55539345	Open Sea	0.477	0.593	1.24
chr20:44849093-44854094	Open Sea	0.482	0.573	1.19
chr6:3322020-3327021	Open Sea	0.476	0.553	1.16
chr6:39853168-39858169	Open Sea	0.473	0.627	1.32
chr17:17315419-17320420	Open Sea	0.474	0.493	1.04
chr22:42608843-42613844	Open Sea	0.482	0.44	0.913
chr18:29911477-29916478	Open Sea	0.47	0.533	1.14
chr3:11629510-11634511	Open Sea	0.477	0.48	1.01
chr2:55381223-55386224	Open Sea	0.479	0.387	0.807
chr3:72218860-72223861	Open Sea	0.473	0.527	1.11
chr1:204852260-204857261	Open Sea	0.479	0.48	1
chr1:110795704-110800705	Open Sea	0.478	0.5	1.05
chr8:54645066-54650067	Open Sea	0.45	0.48	1.07
chr2:20714521-20719522	Open Sea	0.504	0.613	1.22
chr3:111717391-111722392	Open Sea	0.521	0.46	0.883
chr7:134943729-134948730	Open Sea	0.521	0.5	0.959
chr1:234675916-234680917	Open Sea	0.512	0.527	1.03
chr22:30422390-30427391	Open Sea	0.471	0.507	1.08
chr1:175832519-175837520	Open Sea	0.509	0.433	0.851
chr17:2883841-2888842	Open Sea	0.509	0.647	1.27
chr5:173051111-173056112	Open Sea	0.502	0.553	1.1
chr12:58261029-58266030	Open Sea	0.449	0.427	0.95
chr19:2689676-2694677	Open Sea	0.484	0.587	1.21
chr11:123395257-123400258	Open Sea	0.478	0.607	1.27
chr3:11060885-11065886	Open Sea	0.465	0.66	1.42
chr11:115942279-115947280	Open Sea	0.465	0.567	1.22
chr7:30210284-30215285	Open Sea	0.449	0.573	1.28
chr1:9910213-9915214	Open Sea	0.468	0.54	1.15
chr6:163765296-163770297	Open Sea	0.485	0.553	1.14
chr22:24501368-24506369	Open Sea	0.486	0.593	1.22
chr19:39541239-39546240	Open Sea	0.485	0.493	1.02
chr3:10803628-10808629	Open Sea	0.504	0.627	1.24
chr9:131652388-131657389	Open Sea	0.488	0.687	1.41
chr11:117403942-117408943	Open Sea	0.503	0.56	1.11
chr17:10024760-10029761	Open Sea	0.482	0.64	1.33
chr19:47155454-47160455	Open Sea	0.492	0.627	1.27
chr6:5762473-5767474	Open Sea	0.473	0.48	1.02
chr17:41185995-41190996	Open Sea	0.487	0.593	1.22
chr7:139693076-139698077	Open Sea	0.451	0.567	1.26
chr2:127931568-127936569	Open Sea	0.504	0.62	1.23
chr20:2517639-2522640	Open Sea	0.513	0.44	0.858
chr12:126010545-126015546	Open Sea	0.507	0.467	0.92
chr7:5673706-5678707	Open Sea	0.493	0.48	0.973
chr4:152593571-152598572	Open Sea	0.493	0.653	1.32
chr16:56300451-56305452	Open Sea	0.496	0.547	1.1
chr7:127904536-127909537	Open Sea	0.475	0.553	1.17
chr7:151384462-151389463	Open Sea	0.447	0.567	1.27
chr1:32306289-32311290	Open Sea	0.422	0.533	1.26
chr10:123900458-123905459	Open Sea	0.491	0.6	1.22
chr9:130929915-130934916	Open Sea	0.496	0.48	0.968
chr11:117586399-117591400	Open Sea	0.5	0.633	1.27
chr16:56301383-56306384	Open Sea	0.453	0.58	1.28
chr1:112460621-112465622	Open Sea	0.445	0.54	1.21
chr12:58280417-58285418	Open Sea	0.475	0.553	1.16
chr21:33706720-33711721	Open Sea	0.5	0.567	1.13
chr10:71402699-71407700	Open Sea	0.497	0.493	0.993
chr2:121581051-121586052	Open Sea	0.505	0.62	1.23
chr22:45606571-45611572	Open Sea	0.503	0.62	1.23
chr10:554108-559109	Open Sea	0.507	0.527	1.04
chr2:239959432-239964433	Open Sea	0.517	0.653	1.26
chr6:158430364-158435365	Open Sea	0.477	0.407	0.853
chr7:26383818-26388819	Open Sea	0.485	0.533	1.1
chr8:1009745-1014746	Open Sea	0.486	0.58	1.19
chr11:111605124-111610125	Open Sea	0.504	0.54	1.07
chr2:236544882-236549883	Open Sea	0.469	0.627	1.33
chr6:36726480-36731481	Open Sea	0.532	0.493	0.927
chr1:204435015-204440016	Open Sea	0.529	0.507	0.957
chr1:231776050-231781051	Open Sea	0.469	0.447	0.953
chr7:154374026-154379027	Open Sea	0.524	0.393	0.75
chr1:175831976-175836977	Open Sea	0.5	0.473	0.947
chr3:194476023-194481024	Open Sea	0.502	0.54	1.08
chr1:203245879-203250880	Open Sea	0.497	0.433	0.872
chr8:26321474-26326475	Open Sea	0.48	0.54	1.12
chr1:43757719-43762720	Open Sea	0.454	0.46	1.01
chr3:170874828-170879829	Open Sea	0.468	0.487	1.04
chr14:69097770-69102771	Open Sea	0.465	0.493	1.06
chr6:164504158-164509159	Open Sea	0.471	0.58	1.23
chr6:166310817-166315818	Open Sea	0.528	0.473	0.896
chr11:123429447-123434448	Open Sea	0.469	0.607	1.29
chr9:27337321-27342322	Open Sea	0.473	0.573	1.21
chr12:2043860-2048861	Open Sea	0.492	0.493	1
chr14:95764362-95769363	Open Sea	0.481	0.533	1.11
chr22:18536541-18541542	Open Sea	0.478	0.56	1.17
chr15:72453774-72458775	Open Sea	0.516	0.5	0.969
chr1:211908576-211913577	Open Sea	0.493	0.533	1.08
chr1:151265227-151270228	Open Sea	0.529	0.5	0.944
chr9:92095556-92100557	Open Sea	0.524	0.587	1.12
chr1:21035418-21040419	Open Sea	0.47	0.667	1.42
chr22:41811639-41816640	Open Sea	0.507	0.64	1.26
chr7:4977636-4982637	Open Sea	0.48	0.627	1.31
chr19:8217337-8222338	Open Sea	0.48	0.593	1.24
chr8:141479640-141484641	Open Sea	0.489	0.513	1.05
chr9:129250114-129255115	Open Sea	0.496	0.587	1.18
chr14:23827407-23832408	Open Sea	0.524	0.667	1.27
chr3:12984052-12989053	Open Sea	0.551	0.627	1.14
chr3:12923263-12928264	Open Sea	0.566	0.647	1.14
chr12:6659017-6664018	Open Sea	0.56	0.68	1.22
chr12:124430586-124435587	Open Sea	0.566	0.62	1.1
chr17:76718383-76723384	Open Sea	0.529	0.593	1.12
chr22:43002606-43007607	Open Sea	0.526	0.58	1.1
chr10:133773743-133778744	Open Sea	0.546	0.667	1.22
chr2:220315301-220320302	Open Sea	0.528	0.613	1.16
chr1:25887956-25892957	Open Sea	0.539	0.607	1.13
chr11:111604072-111609073	Open Sea	0.547	0.547	0.999
chr2:220148988-220153989	Open Sea	0.56	0.593	1.06
chr11:75020710-75025711	Open Sea	0.53	0.64	1.21
chr2:71801465-71806466	Open Sea	0.58	0.567	0.976
chr3:49876968-49881969	Open Sea	0.538	0.56	1.04
chr7:44419927-44424928	Open Sea	0.548	0.54	0.985
chr4:6418978-6423979	Open Sea	0.551	0.587	1.06
chr5:177756912-177761913	Open Sea	0.553	0.533	0.965
chr1:160177203-160182204	Open Sea	0.505	0.587	1.16
chr8:99015865-99020866	Open Sea	0.507	0.513	1.01
chr10:88071061-88076062	Open Sea	0.518	0.627	1.21
chr1:33632583-33637584	Open Sea	0.499	0.547	1.09
chr14:23981489-23986490	Open Sea	0.518	0.56	1.08
chr1:112397686-112402687	Open Sea	0.517	0.56	1.08
chr9:38015034-38020035	Open Sea	0.496	0.607	1.22
chr16:85382240-85387241	Open Sea	0.544	0.6	1.1
chr17:17009650-17014651	Open Sea	0.496	0.593	1.2
chr1:150502325-150507326	Open Sea	0.508	0.513	1.01
chr5:149874838-149879839	Open Sea	0.505	0.6	1.19
chr19:2630953-2635954	Open Sea	0.515	0.613	1.19
chr1:27843756-27848757	Open Sea	0.547	0.653	1.19
chr22:18352518-18357519	Open Sea	0.516	0.58	1.12
chr19:13138435-13143436	Open Sea	0.518	0.52	1
chr12:50064988-50069989	Open Sea	0.5	0.62	1.24
chr1:42240557-42245558	Open Sea	0.487	0.593	1.22
chr19:17194623-17199624	Open Sea	0.52	0.647	1.24
chr1:225633071-225638072	Open Sea	0.515	0.5	0.97
chr1:41382772-41387773	Open Sea	0.496	0.613	1.24
chr15:29284626-29289627	Open Sea	0.52	0.527	1.01
chr1:15708424-15713425	Open Sea	0.521	0.587	1.13
chr17:40124788-40129789	Open Sea	0.52	0.607	1.17
chr7:44422872-44427873	Open Sea	0.484	0.54	1.12
chr8:140844122-140849123	Open Sea	0.525	0.567	1.08
chr5:137989201-137994202	Open Sea	0.508	0.527	1.04
chr16:84515916-84520917	Open Sea	0.545	0.507	0.929
chr7:65992908-65997909	Open Sea	0.534	0.553	1.04
chr1:33616420-33621421	Open Sea	0.549	0.593	1.08
chr19:39852387-39857388	Open Sea	0.499	0.567	1.14
chr2:159579785-159584786	Open Sea	0.517	0.547	1.06
chr1:201462750-201467751	Open Sea	0.51	0.58	1.14
chr20:32050920-32055921	Open Sea	0.514	0.613	1.19
chr19:46456929-46461930	Open Sea	0.525	0.613	1.17
chr5:149890999-149896000	Open Sea	0.551	0.58	1.05
chr18:13233662-13238663	Open Sea	0.52	0.507	0.974
chr9:38016637-38021638	Open Sea	0.499	0.54	1.08
chr10:73801841-73806842	Open Sea	0.499	0.64	1.28
chr17:73691716-73696717	Open Sea	0.508	0.58	1.14
chr1:205016273-205021274	Open Sea	0.553	0.613	1.11
chr7:73777383-73782384	Open Sea	0.529	0.627	1.19
chr7:75924422-75929423	Open Sea	0.525	0.62	1.18
chr17:9937711-9942712	Open Sea	0.492	0.593	1.21
chr20:59987418-59992419	Open Sea	0.522	0.647	1.24
chr1:45123502-45128503	Open Sea	0.535	0.647	1.21
chr1:156478285-156483286	Open Sea	0.515	0.553	1.08
chr22:38362584-38367585	Open Sea	0.504	0.54	1.07
chr17:78803806-78808807	Open Sea	0.533	0.553	1.04
chr8:141629060-141634061	Open Sea	0.547	0.527	0.962
chr17:29741097-29746098	Open Sea	0.528	0.64	1.21
chr17:37786540-37791541	Open Sea	0.528	0.673	1.27
chr3:13317106-13322107	Open Sea	0.536	0.48	0.896
chr7:4779467-4784468	Open Sea	0.518	0.533	1.03
chr16:16241884-16246885	Open Sea	0.513	0.68	1.32
chr1:19321632-19326633	Open Sea	0.474	0.633	1.34
chr20:37509553-37514554	Open Sea	0.503	0.627	1.25
chr10:49803990-49808991	Open Sea	0.493	0.567	1.15
chr15:29283266-29288267	Open Sea	0.516	0.507	0.983
chr1:55413516-55418517	Open Sea	0.47	0.613	1.3
chr18:46099927-46104928	Open Sea	0.469	0.667	1.42
chr1:204317636-204322637	Open Sea	0.503	0.647	1.29
chr22:38292545-38297546	Open Sea	0.482	0.673	1.4
chr7:75238774-75243775	Open Sea	0.482	0.647	1.34
chr17:56010530-56015531	Open Sea	0.487	0.653	1.34
chr17:73689575-73694576	Open Sea	0.534	0.633	1.19
chr7:98196964-98201965	Open Sea	0.484	0.54	1.12
chr1:160176700-160181701	Open Sea	0.521	0.473	0.908
chr20:45944762-45949763	Open Sea	0.508	0.487	0.957
chr12:110042044-110047045	Open Sea	0.507	0.713	1.41
chr1:156396763-156401764	Open Sea	0.493	0.547	1.11
chr14:23903602-23908603	Open Sea	0.513	0.573	1.12
chr16:67949431-67954432	Open Sea	0.544	0.507	0.932
chr12:2043232-2048233	Open Sea	0.497	0.627	1.26
chr14:77293635-77298636	Open Sea	0.489	0.62	1.27
chr21:35713973-35718974	Open Sea	0.509	0.667	1.31
chr2:234116092-234121093	Open Sea	0.538	0.493	0.918
chr17:25845191-25850192	Open Sea	0.503	0.653	1.3
chr2:42191333-42196334	Open Sea	0.497	0.667	1.34
chr19:6507315-6512316	Open Sea	0.493	0.553	1.12
chr11:117365826-117370827	Open Sea	0.517	0.607	1.17
chr1:15268798-15273799	Open Sea	0.504	0.54	1.07
chr1:17413663-17418664	Open Sea	0.52	0.6	1.15
chr1:227943600-227948601	Open Sea	0.496	0.553	1.12
chr20:25010420-25015421	Open Sea	0.495	0.613	1.24
chr17:70608905-70613906	Open Sea	0.486	0.507	1.04
chr9:101731162-101736163	Open Sea	0.483	0.527	1.09
chr20:24481579-24486580	Open Sea	0.5	0.527	1.05
chr18:72176738-72181739	Open Sea	0.535	0.653	1.22
chr2:55172367-55177368	Open Sea	0.516	0.507	0.982
chr2:131624716-131629717	Open Sea	0.505	0.56	1.11
chr3:183534475-183539476	Open Sea	0.539	0.62	1.15
chr3:197234015-197239016	Open Sea	0.524	0.54	1.03
chr19:3372942-3377943	Open Sea	0.519	0.66	1.27
chr20:3785838-3790839	Open Sea	0.5	0.627	1.25
chr22:45605943-45610944	Open Sea	0.524	0.693	1.32
chr19:15888575-15893576	Open Sea	0.548	0.647	1.18
chr1:38189630-38194631	Open Sea	0.51	0.62	1.22
chr15:65146766-65151767	Open Sea	0.523	0.613	1.17
chr2:20782499-20787500	Open Sea	0.507	0.56	1.11
chr20:31565638-31570639	Open Sea	0.496	0.673	1.36
chr22:29740468-29745469	Open Sea	0.472	0.52	1.1
chr1:9446181-9451182	Open Sea	0.513	0.607	1.18
chr9:92061072-92066073	Open Sea	0.521	0.5	0.96
chr10:73768980-73773981	Open Sea	0.518	0.52	1
chr1:18881803-18886804	Open Sea	0.491	0.593	1.21
chr1:37501476-37506477	Open Sea	0.516	0.58	1.12
chr2:1870066-1875067	Open Sea	0.526	0.653	1.24
chr18:13451446-13456447	Open Sea	0.541	0.587	1.08
